Country,Date,Attack_Type,Attack_Count,Avg_Severity
USA,2024-03-02,DDoS,54,4.713274250350901
USA,2024-03-02,Malware,54,2.7127365932692573
USA,2024-03-02,Intrusion,54,4.866619276174678
USA,2024-03-03,DDoS,173,4.41203782186944
USA,2024-03-03,Malware,173,2.1777955682783428
USA,2024-03-03,Intrusion,173,2.540390914407701
USA,2024-03-04,DDoS,54,2.2676880206251107
USA,2024-03-04,Malware,54,1.67797098674437
USA,2024-03-04,Intrusion,54,3.2272050498334006
USA,2024-03-05,DDoS,152,3.784119186699892
USA,2024-03-05,Malware,152,3.28024468035746
USA,2024-03-05,Intrusion,152,1.3887059750830741
USA,2024-03-06,DDoS,55,4.960215400417053
USA,2024-03-06,Malware,55,1.5603360609460961
USA,2024-03-06,Intrusion,55,3.073318609454947
USA,2024-03-07,DDoS,54,3.9630744710168178
USA,2024-03-07,Malware,54,3.788062963981072
USA,2024-03-07,Intrusion,54,3.809936335948437
USA,2024-03-08,DDoS,54,2.1743673770579734
USA,2024-03-08,Malware,54,4.2374446219140545
USA,2024-03-08,Intrusion,54,4.240453578716723
USA,2024-03-09,DDoS,53,4.652962210225885
USA,2024-03-09,Malware,53,3.045369595443751
USA,2024-03-09,Intrusion,53,3.0060651787487984
USA,2024-03-10,DDoS,55,3.5998557231110606
USA,2024-03-10,Malware,55,3.8078675090308134
USA,2024-03-10,Intrusion,55,4.183170677744404
USA,2024-03-11,DDoS,54,2.351980627406143
USA,2024-03-11,Malware,54,2.502331810559776
USA,2024-03-11,Intrusion,54,1.375927759363476
USA,2024-03-12,DDoS,53,1.1437690951869683
USA,2024-03-12,Malware,53,2.8623920725298406
USA,2024-03-12,Intrusion,53,3.1705785388303065
USA,2024-03-13,DDoS,53,3.363333042276043
USA,2024-03-13,Malware,53,1.1220009997561977
USA,2024-03-13,Intrusion,53,1.1493927549968577
USA,2024-03-14,DDoS,55,2.4407625656450516
USA,2024-03-14,Malware,55,1.5082420506075391
USA,2024-03-14,Intrusion,55,3.0889730402192175
USA,2024-03-15,DDoS,55,1.8632841099873727
USA,2024-03-15,Malware,55,3.491561903276001
USA,2024-03-15,Intrusion,55,1.341389859975072
USA,2024-03-16,DDoS,54,3.125418526272592
USA,2024-03-16,Malware,54,3.162540486440426
USA,2024-03-16,Intrusion,54,3.549719605992826
USA,2024-03-17,DDoS,54,4.903408317850138
USA,2024-03-17,Malware,54,3.0652013932047812
USA,2024-03-17,Intrusion,54,2.291825891764984
USA,2024-03-18,DDoS,53,2.083329005048297
USA,2024-03-18,Malware,53,2.7558856828225444
USA,2024-03-18,Intrusion,53,1.3138255253690638
USA,2024-03-19,DDoS,54,4.8505936587117
USA,2024-03-19,Malware,54,4.343920482048823
USA,2024-03-19,Intrusion,54,3.783896824374792
USA,2024-03-20,DDoS,56,1.693177280283383
USA,2024-03-20,Malware,56,1.6257481706843442
USA,2024-03-20,Intrusion,56,2.0009715926583813
USA,2024-03-21,DDoS,53,3.8583836908002493
USA,2024-03-21,Malware,53,3.640789506870925
USA,2024-03-21,Intrusion,53,2.1197355877837714
USA,2024-03-22,DDoS,120,3.951587666783074
USA,2024-03-22,Malware,120,3.2174162100456027
USA,2024-03-22,Intrusion,120,3.446882984937409
USA,2024-03-23,DDoS,56,1.9909239580046298
USA,2024-03-23,Malware,56,2.4238907146050463
USA,2024-03-23,Intrusion,56,4.031384441857476
USA,2024-03-24,DDoS,56,1.464290562027665
USA,2024-03-24,Malware,56,1.184010568087011
USA,2024-03-24,Intrusion,56,1.1629152092758805
USA,2024-03-25,DDoS,55,3.8146314375200947
USA,2024-03-25,Malware,55,2.8966953163493008
USA,2024-03-25,Intrusion,55,1.391336642604006
USA,2024-03-26,DDoS,56,2.8938870831222627
USA,2024-03-26,Malware,56,1.6928074796400607
USA,2024-03-26,Intrusion,56,2.735406596951892
USA,2024-03-27,DDoS,55,3.463400392208866
USA,2024-03-27,Malware,55,3.540374603470575
USA,2024-03-27,Intrusion,55,1.181216039088178
USA,2024-03-28,DDoS,54,3.5034396628569455
USA,2024-03-28,Malware,54,3.012545034320351
USA,2024-03-28,Intrusion,54,4.4259593647532895
USA,2024-03-29,DDoS,55,1.6517377083257188
USA,2024-03-29,Malware,55,1.2822749896017194
USA,2024-03-29,Intrusion,55,3.5696771128252625
USA,2024-03-30,DDoS,53,3.343102325093853
USA,2024-03-30,Malware,53,4.76092096569983
USA,2024-03-30,Intrusion,53,3.301896711503516
USA,2024-03-31,DDoS,53,3.5731528737694127
USA,2024-03-31,Malware,53,2.8330115619660665
USA,2024-03-31,Intrusion,53,3.1824671572637397
USA,2024-04-01,DDoS,138,2.544410551203097
USA,2024-04-01,Malware,138,4.844762255295657
USA,2024-04-01,Intrusion,138,4.621402567824255
USA,2024-04-02,DDoS,55,1.2774452035006618
USA,2024-04-02,Malware,55,1.4031120055097066
USA,2024-04-02,Intrusion,55,1.072887302606199
USA,2024-04-03,DDoS,57,3.7320270936654274
USA,2024-04-03,Malware,57,1.284754593840916
USA,2024-04-03,Intrusion,57,2.275902521175045
USA,2024-04-04,DDoS,54,1.0930877429433035
USA,2024-04-04,Malware,54,4.257873930355743
USA,2024-04-04,Intrusion,54,2.1274190990935997
USA,2024-04-05,DDoS,56,3.7869486614566026
USA,2024-04-05,Malware,56,3.515771387119536
USA,2024-04-05,Intrusion,56,4.509888054108211
USA,2024-04-06,DDoS,56,4.213923721539395
USA,2024-04-06,Malware,56,2.128138290285226
USA,2024-04-06,Intrusion,56,1.7097581751188913
USA,2024-04-07,DDoS,54,4.2273389570690565
USA,2024-04-07,Malware,54,4.962020568002693
USA,2024-04-07,Intrusion,54,2.650470707645706
USA,2024-04-08,DDoS,56,4.105651842967987
USA,2024-04-08,Malware,56,2.3632141610120714
USA,2024-04-08,Intrusion,56,4.723029302414259
USA,2024-04-09,DDoS,57,2.7159761095000734
USA,2024-04-09,Malware,57,4.0034842711659895
USA,2024-04-09,Intrusion,57,4.018171496338729
USA,2024-04-10,DDoS,57,4.610211626718266
USA,2024-04-10,Malware,57,3.0210094897914286
USA,2024-04-10,Intrusion,57,4.305829864430967
USA,2024-04-11,DDoS,54,4.582092913984802
USA,2024-04-11,Malware,54,2.5568067149366525
USA,2024-04-11,Intrusion,54,1.0433506059211934
USA,2024-04-12,DDoS,162,1.3651467071445342
USA,2024-04-12,Malware,162,2.2772545503616595
USA,2024-04-12,Intrusion,162,4.80024786820322
USA,2024-04-13,DDoS,201,3.2937515524931444
USA,2024-04-13,Malware,201,3.527348848679197
USA,2024-04-13,Intrusion,201,2.793782087913279
USA,2024-04-14,DDoS,54,2.314658181479664
USA,2024-04-14,Malware,54,3.6900738243081537
USA,2024-04-14,Intrusion,54,4.00949811775072
USA,2024-04-15,DDoS,54,4.158472571178216
USA,2024-04-15,Malware,54,1.3648244121947615
USA,2024-04-15,Intrusion,54,2.977681218810326
USA,2024-04-16,DDoS,55,3.198115529294942
USA,2024-04-16,Malware,55,2.766122005493508
USA,2024-04-16,Intrusion,55,4.5508167310331995
USA,2024-04-17,DDoS,56,1.4682680657104235
USA,2024-04-17,Malware,56,1.5719667282113434
USA,2024-04-17,Intrusion,56,4.046042526869889
USA,2024-04-18,DDoS,53,1.404490704491161
USA,2024-04-18,Malware,53,1.3364272244599897
USA,2024-04-18,Intrusion,53,3.80387652583648
USA,2024-04-19,DDoS,56,4.287440237161425
USA,2024-04-19,Malware,56,3.824968908625985
USA,2024-04-19,Intrusion,56,1.325395122567599
USA,2024-04-20,DDoS,56,4.946558314004702
USA,2024-04-20,Malware,56,2.4970831830244813
USA,2024-04-20,Intrusion,56,2.4825685882675637
USA,2024-04-21,DDoS,55,4.788994309535434
USA,2024-04-21,Malware,55,4.944004255291484
USA,2024-04-21,Intrusion,55,4.0135127410357665
USA,2024-04-22,DDoS,56,1.334002866794675
USA,2024-04-22,Malware,56,4.108587663709747
USA,2024-04-22,Intrusion,56,3.23361699894322
USA,2024-04-23,DDoS,57,4.625417540378944
USA,2024-04-23,Malware,57,1.4447899292246054
USA,2024-04-23,Intrusion,57,2.9705004171634366
USA,2024-04-24,DDoS,54,2.874642567976505
USA,2024-04-24,Malware,54,1.2252131027273494
USA,2024-04-24,Intrusion,54,1.4752716650722877
USA,2024-04-25,DDoS,55,3.5968412084642543
USA,2024-04-25,Malware,55,3.984179517061693
USA,2024-04-25,Intrusion,55,3.3334750603886385
USA,2024-04-26,DDoS,153,2.4994823180948162
USA,2024-04-26,Malware,153,2.142848345127443
USA,2024-04-26,Intrusion,153,4.474396512757841
USA,2024-04-27,DDoS,58,4.852890157762445
USA,2024-04-27,Malware,58,1.0486178987592654
USA,2024-04-27,Intrusion,58,4.879515306830556
USA,2024-04-28,DDoS,58,4.564572454792284
USA,2024-04-28,Malware,58,3.1108044363451994
USA,2024-04-28,Intrusion,58,4.971859184477202
USA,2024-04-29,DDoS,58,3.215417137605283
USA,2024-04-29,Malware,58,4.877210142476396
USA,2024-04-29,Intrusion,58,3.0923913766805953
USA,2024-04-30,DDoS,56,3.7829947559384687
USA,2024-04-30,Malware,56,2.818164259071093
USA,2024-04-30,Intrusion,56,3.5102323203362538
USA,2024-05-01,DDoS,57,4.604632041963956
USA,2024-05-01,Malware,57,1.1817855213658315
USA,2024-05-01,Intrusion,57,2.1238527583689213
USA,2024-05-02,DDoS,173,4.561055135563665
USA,2024-05-02,Malware,173,2.8226270111428517
USA,2024-05-02,Intrusion,173,3.480530391206147
USA,2024-05-03,DDoS,57,1.7524846388950452
USA,2024-05-03,Malware,57,2.8547936197599286
USA,2024-05-03,Intrusion,57,2.4134089121042113
USA,2024-05-04,DDoS,56,1.3109385478599394
USA,2024-05-04,Malware,56,4.897579230664666
USA,2024-05-04,Intrusion,56,4.9448429779184115
USA,2024-05-05,DDoS,58,3.1443854653764816
USA,2024-05-05,Malware,58,2.238110465145311
USA,2024-05-05,Intrusion,58,4.255180078827795
USA,2024-05-06,DDoS,58,1.6504677573795652
USA,2024-05-06,Malware,58,4.64370873797537
USA,2024-05-06,Intrusion,58,4.290148971692676
USA,2024-05-07,DDoS,156,3.90287803355344
USA,2024-05-07,Malware,156,3.4536607837431594
USA,2024-05-07,Intrusion,156,2.6729721451624755
USA,2024-05-08,DDoS,143,4.464255558001634
USA,2024-05-08,Malware,143,1.1808746804247576
USA,2024-05-08,Intrusion,143,1.105467897989008
USA,2024-05-09,DDoS,56,4.242213323127332
USA,2024-05-09,Malware,56,4.949104517259778
USA,2024-05-09,Intrusion,56,1.6016675644141127
USA,2024-05-10,DDoS,54,2.523563426524086
USA,2024-05-10,Malware,54,4.879657591258413
USA,2024-05-10,Intrusion,54,4.368475692542835
USA,2024-05-11,DDoS,54,2.874772639179881
USA,2024-05-11,Malware,54,2.6592780093506607
USA,2024-05-11,Intrusion,54,2.093628287722825
USA,2024-05-12,DDoS,58,4.458889505020213
USA,2024-05-12,Malware,58,4.251604036520311
USA,2024-05-12,Intrusion,58,4.998870693144522
USA,2024-05-13,DDoS,111,3.22172682241051
USA,2024-05-13,Malware,111,4.075949660722042
USA,2024-05-13,Intrusion,111,4.7790629195297125
USA,2024-05-14,DDoS,54,1.9893924069727906
USA,2024-05-14,Malware,54,2.802176541240374
USA,2024-05-14,Intrusion,54,1.51663766060598
USA,2024-05-15,DDoS,152,3.42469853780352
USA,2024-05-15,Malware,152,1.9145712220138509
USA,2024-05-15,Intrusion,152,3.686802737623427
USA,2024-05-16,DDoS,56,2.432650872131362
USA,2024-05-16,Malware,56,1.454230368798516
USA,2024-05-16,Intrusion,56,3.6862927823711984
USA,2024-05-17,DDoS,55,4.089273566942557
USA,2024-05-17,Malware,55,3.0806540044479735
USA,2024-05-17,Intrusion,55,4.408726001274161
USA,2024-05-18,DDoS,57,3.243751886141545
USA,2024-05-18,Malware,57,4.5066144106333805
USA,2024-05-18,Intrusion,57,2.613931464849588
USA,2024-05-19,DDoS,55,1.115130705253356
USA,2024-05-19,Malware,55,4.0205490226944764
USA,2024-05-19,Intrusion,55,3.4812382054138586
USA,2024-05-20,DDoS,56,1.851856646035643
USA,2024-05-20,Malware,56,1.545485902347079
USA,2024-05-20,Intrusion,56,1.0581786626715277
USA,2024-05-21,DDoS,59,3.3596707474185323
USA,2024-05-21,Malware,59,2.5689761803989293
USA,2024-05-21,Intrusion,59,2.7498996880949163
USA,2024-05-22,DDoS,197,2.3930218680932014
USA,2024-05-22,Malware,197,3.055957956639243
USA,2024-05-22,Intrusion,197,4.134612050964572
USA,2024-05-23,DDoS,55,3.488346800911494
USA,2024-05-23,Malware,55,4.44945483498698
USA,2024-05-23,Intrusion,55,4.7980824946305685
USA,2024-05-24,DDoS,59,4.706350500645978
USA,2024-05-24,Malware,59,2.9684651723181528
USA,2024-05-24,Intrusion,59,2.0329775531958334
USA,2024-05-25,DDoS,55,4.920130301141908
USA,2024-05-25,Malware,55,2.9704723759714784
USA,2024-05-25,Intrusion,55,2.315006441150033
USA,2024-05-26,DDoS,59,1.9605824751127723
USA,2024-05-26,Malware,59,1.3034533124346557
USA,2024-05-26,Intrusion,59,1.515518887642597
USA,2024-05-27,DDoS,55,1.6076107740491774
USA,2024-05-27,Malware,55,1.5553086905976405
USA,2024-05-27,Intrusion,55,3.5634989792128584
USA,2024-05-28,DDoS,60,2.382669133295453
USA,2024-05-28,Malware,60,4.587153639624047
USA,2024-05-28,Intrusion,60,2.8958465610514894
USA,2024-05-29,DDoS,56,1.6892794848065193
USA,2024-05-29,Malware,56,1.769156075234683
USA,2024-05-29,Intrusion,56,1.1634744650659155
USA,2024-05-30,DDoS,56,2.1143613561278345
USA,2024-05-30,Malware,56,1.7080419371069873
USA,2024-05-30,Intrusion,56,1.3548101350282225
USA,2024-05-31,DDoS,55,2.843115072130903
USA,2024-05-31,Malware,55,1.82533487362317
USA,2024-05-31,Intrusion,55,2.457079444192302
USA,2024-06-01,DDoS,60,3.761579314517461
USA,2024-06-01,Malware,60,1.1572485593643957
USA,2024-06-01,Intrusion,60,4.197641595636171
USA,2024-06-02,DDoS,55,1.3270361277954876
USA,2024-06-02,Malware,55,4.4943144964271085
USA,2024-06-02,Intrusion,55,4.683489602127253
USA,2024-06-03,DDoS,56,2.107510592588815
USA,2024-06-03,Malware,56,4.224805119172245
USA,2024-06-03,Intrusion,56,3.9930387615346334
USA,2024-06-04,DDoS,56,1.8373972933468412
USA,2024-06-04,Malware,56,2.481888411165528
USA,2024-06-04,Intrusion,56,2.9380919407640853
USA,2024-06-05,DDoS,58,2.4756545582790896
USA,2024-06-05,Malware,58,2.8501388645325916
USA,2024-06-05,Intrusion,58,3.989883752535026
USA,2024-06-06,DDoS,55,2.009747777376083
USA,2024-06-06,Malware,55,3.8533983435382098
USA,2024-06-06,Intrusion,55,4.580827350748797
USA,2024-06-07,DDoS,57,3.1284539410612626
USA,2024-06-07,Malware,57,1.4286880453591042
USA,2024-06-07,Intrusion,57,2.7896494672938186
USA,2024-06-08,DDoS,56,1.9698820145389186
USA,2024-06-08,Malware,56,2.076972923797524
USA,2024-06-08,Intrusion,56,2.5091366524184906
USA,2024-06-09,DDoS,54,2.288316662332713
USA,2024-06-09,Malware,54,1.8457920279861786
USA,2024-06-09,Intrusion,54,2.3099894087116586
USA,2024-06-10,DDoS,58,4.56210912295958
USA,2024-06-10,Malware,58,3.3743698142161946
USA,2024-06-10,Intrusion,58,3.7164092765779584
USA,2024-06-11,DDoS,58,2.993768795716229
USA,2024-06-11,Malware,58,1.3476811523496948
USA,2024-06-11,Intrusion,58,3.148426167274191
USA,2024-06-12,DDoS,59,3.98175789673732
USA,2024-06-12,Malware,59,2.7266381849187176
USA,2024-06-12,Intrusion,59,1.510321211182255
USA,2024-06-13,DDoS,56,2.4523291855945404
USA,2024-06-13,Malware,56,3.583668965326405
USA,2024-06-13,Intrusion,56,3.2831132186756475
USA,2024-06-14,DDoS,55,4.946060995171919
USA,2024-06-14,Malware,55,3.4230992774275486
USA,2024-06-14,Intrusion,55,1.948907166943978
USA,2024-06-15,DDoS,55,1.611436556737328
USA,2024-06-15,Malware,55,1.9838309135380325
USA,2024-06-15,Intrusion,55,1.6427254930382227
USA,2024-06-16,DDoS,60,2.1403806747753884
USA,2024-06-16,Malware,60,1.6934943811790193
USA,2024-06-16,Intrusion,60,4.587061698505701
USA,2024-06-17,DDoS,56,3.0980455582810187
USA,2024-06-17,Malware,56,2.641587307958646
USA,2024-06-17,Intrusion,56,4.929514467634426
USA,2024-06-18,DDoS,58,2.5914223961829665
USA,2024-06-18,Malware,58,4.877881733101475
USA,2024-06-18,Intrusion,58,4.462028503575921
USA,2024-06-19,DDoS,55,2.0316113081797593
USA,2024-06-19,Malware,55,1.6835503495602633
USA,2024-06-19,Intrusion,55,3.674572879697724
USA,2024-06-20,DDoS,186,3.227051572055719
USA,2024-06-20,Malware,186,3.2864507578795994
USA,2024-06-20,Intrusion,186,2.1199163746411367
USA,2024-06-21,DDoS,57,1.7481749942300935
USA,2024-06-21,Malware,57,2.2947169456169747
USA,2024-06-21,Intrusion,57,2.701745754465667
USA,2024-06-22,DDoS,56,1.969638929660321
USA,2024-06-22,Malware,56,1.4593472989568141
USA,2024-06-22,Intrusion,56,3.4424801697665304
USA,2024-06-23,DDoS,56,3.324952885690449
USA,2024-06-23,Malware,56,1.6174508610968092
USA,2024-06-23,Intrusion,56,2.92456040741927
USA,2024-06-24,DDoS,57,1.2072941472897076
USA,2024-06-24,Malware,57,2.3464171127756823
USA,2024-06-24,Intrusion,57,1.537658707755897
USA,2024-06-25,DDoS,54,4.959840929559781
USA,2024-06-25,Malware,54,2.289415379898892
USA,2024-06-25,Intrusion,54,4.239497783418539
USA,2024-06-26,DDoS,54,3.726010888895717
USA,2024-06-26,Malware,54,4.040911439558746
USA,2024-06-26,Intrusion,54,3.382554962431377
USA,2024-06-27,DDoS,56,2.647363656589074
USA,2024-06-27,Malware,56,2.395473066171981
USA,2024-06-27,Intrusion,56,4.718116576991303
USA,2024-06-28,DDoS,61,4.86010764266605
USA,2024-06-28,Malware,61,1.497188893942179
USA,2024-06-28,Intrusion,61,3.923469900814577
USA,2024-06-29,DDoS,176,1.7249322646626406
USA,2024-06-29,Malware,176,1.26598506946711
USA,2024-06-29,Intrusion,176,3.964482597160236
USA,2024-06-30,DDoS,55,4.367315107033088
USA,2024-06-30,Malware,55,1.559089506505158
USA,2024-06-30,Intrusion,55,4.181069247439561
USA,2024-07-01,DDoS,55,1.654623771462818
